path,classification,canonical_source_or_build_owner,audience,source_sha_or_evidence,status,finding_or_action,verification_command,publication_destination
public/wiki/claim-proof-matrix.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/claim-to-proof-matrix.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/code-architecture.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/codebase-map.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/competitive-landscape.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/competitor-register.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/compliance-dashboard.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/connector-layer.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/connectors.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/core-services.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/cross-role-decision-frame.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/data-layer.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/demo-site.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/demo.kstratmdconsulting.com.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/deployment-infographic-source.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/deployment-options-source.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/deployment-options.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/dlp-layer.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/dual-ERP-app-readiness.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/dual-mode-architecture.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/engine-room.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/evaluation-checklist.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/evidence-layer.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/first-to-bill-wedge.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/fixture-based.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/governance-differentiation.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/governance-layer.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/how-to-explore.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/http-edge.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/human-in-the-loop-gate.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/in-ERP-intelligence.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/in-ERP-sidecar.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/index-business.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/index-business.md,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/index-technical.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
